Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i030_1_a__NA_fire	i030_1_a__NA_fire	(#\d{1,3}) 2 10302	eeg_1	eeg_1_a	30	NA	10302	18	a	NA	fire	Harris saw smoke billowing out of his neighbors' home and immediately got on the phone to report a fire at their address.	i030_1_a_	norm_2	Harris saw smoke billowing out of his neighbors' home and immediately got on the phone to report a	0.759	0.034	0.966	0.034	0.966	0.933	0.933	0.933	0.933	0.735	0.735	[fire]	0.933	[fire]	[consonant]	0.933	0.000	30.000	30.000	0.735	0.735	[fire]	0.933	[fire]	[consonant]	0.933	0.000	30.000	30.000	1.000	29.000	0.000
i030_1_an_NA_emergency	i030_1_an_NA_emergency	(#\d{1,3}) 2 10303	eeg_1	eeg_1_b	30	NA	10303	18	an	NA	emergency	Harris saw smoke billowing out of his neighbors' home and immediately got on the phone to report an emergency at their address.	i030_1_an	norm_2	Harris saw smoke billowing out of his neighbors' home and immediately got on the phone to report an	0.000	0.000	0.000	0.000	0.000	0.600	0.600	0.600	0.600	0.301	0.340	[emergency]	0.545	[emergency]	[vowel]	0.600	0.000	30.000	33.000	0.301	0.340	[emergency]	0.545	[emergency]	[vowel]	0.600	0.000	30.000	33.000	1.000	29.000	0.000
i031_1_a__NA_hanger	i031_1_a__NA_hanger	(#\d{1,3}) 2 10314	eeg_1	eeg_1_a	31	NA	10314	23	a	NA	hanger	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger one of these days.	i031_1_a_	norm_2	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.076	[iron]	0.333	[iron]	[vowel]	0.167	0.000	30.000	57.000	0.102	0.076	[iron]	0.333	[iron]	[vowel]	0.167	0.000	30.000	57.000	2.000	0.000	28.000
i031_1_an_NA_iron	i031_1_an_NA_iron	(#\d{1,3}) 2 10311	eeg_1	eeg_1_b	31	NA	10311	23	an	NA	iron	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an iron one of these days.	i031_1_an	norm_2	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an	0.821	0.036	0.964	0.036	0.964	0.933	0.933	0.933	0.933	0.530	0.647	[iron]	0.778	[iron]	[vowel]	0.933	0.000	30.000	36.000	0.530	0.647	[iron]	0.778	[iron]	[vowel]	0.933	0.000	30.000	36.000	2.000	0.000	28.000
i032_1_an_NA_iron	i032_1_an_NA_iron	(#\d{1,3}) 2 10323	eeg_1	eeg_1_a	32	NA	10323	15	an	NA	iron	I wanted to put my coat in the closet but I could not find an iron anywhere.	i032_1_an	norm_2	I wanted to put my coat in the closet but I could not find an	0.000	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.161	0.139	[hanger]	0.344	[empty]	[vowel]	0.267	0.000	30.000	61.000	0.158	0.136	[hanger]	0.344	[empty]	[vowel]	0.267	0.000	30.000	61.000	2.000	24.000	4.000
i032_1_a__NA_hanger	i032_1_a__NA_hanger	(#\d{1,3}) 2 10322	eeg_1	eeg_1_b	32	NA	10322	15	a	NA	hanger	I wanted to put my coat in the closet but I could not find a hanger anywhere.	i032_1_a_	norm_2	I wanted to put my coat in the closet but I could not find a	0.786	0.036	0.786	0.071	0.821	0.833	0.833	0.833	0.833	0.557	0.582	[hanger]	0.806	[hanger]	[consonant]	0.833	0.000	30.000	31.000	0.557	0.582	[hanger]	0.806	[hanger]	[consonant]	0.833	0.000	30.000	31.000	2.000	24.000	4.000
i033_1_a__NA_race	i033_1_a__NA_race	(#\d{1,3}) 2 10334	eeg_1	eeg_1_a	33	NA	10334	16	a	NA	race	No matter how safely you drive your car, chances are someday you'll be involved in a race with another vehicle.	i033_1_a_	norm_2	No matter how safely you drive your car, chances are someday you'll be involved in a	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.152	0.097	[accident]	0.333	[crash]	[consonant]	0.233	0.000	30.000	48.000	0.152	0.097	[accident]	0.333	[crash]	[consonant]	0.233	0.000	30.000	48.000	0.000	1.000	29.000
i033_1_an_NA_accident	i033_1_an_NA_accident	(#\d{1,3}) 2 10331	eeg_1	eeg_1_b	33	NA	10331	16	an	NA	accident	No matter how safely you drive your car, chances are someday you'll be involved in an accident with another vehicle.	i033_1_an	norm_2	No matter how safely you drive your car, chances are someday you'll be involved in an	0.900	0.033	1.000	0.033	1.000	1.000	1.000	1.000	1.000	1.000	1.000	[accident]	1.000	[accident]	[vowel]	1.000	0.000	30.000	30.000	1.000	1.000	[accident]	1.000	[accident]	[vowel]	1.000	0.000	30.000	30.000	0.000	1.000	29.000
i034_1_an_NA_accident	i034_1_an_NA_accident	(#\d{1,3}) 2 10343	eeg_1	eeg_1_a	34	NA	10343	23	an	NA	accident	When we saw the finish line and the pylons sectioning off part of the road, we knew that there must have been an accident earlier that day.	i034_1_an	norm_2	"When we saw the pylons sectioning off part of the road and a big sign that said ""finish line"", we knew that there must have been an"	0.034	0.000	0.000	0.000	0.000	0.100	0.100	0.100	0.100	0.097	0.089	[race]	0.310	[event]	[vowel]	0.233	0.000	30.000	58.000	0.097	0.089	[race]	0.310	[event]	[vowel]	0.233	0.000	30.000	58.000	1.000	28.000	1.000
i034_1_a__NA_race	i034_1_a__NA_race	(#\d{1,3}) 2 10342	eeg_1	eeg_1_b	34	NA	10342	23	a	NA	race	When we saw the finish line and the pylons sectioning off part of the road, we knew that there must have been a race earlier that day.	i034_1_a_	norm_2	"When we saw the pylons sectioning off part of the road and a big sign that said ""finish line"", we knew that there must have been a"	0.897	0.000	0.655	0.000	0.655	0.833	0.833	0.833	0.833	0.557	0.582	[race]	0.806	[race]	[consonant]	0.833	0.000	30.000	31.000	0.557	0.582	[race]	0.806	[race]	[consonant]	0.833	0.000	30.000	31.000	1.000	28.000	1.000
i035_1_an_NA_apartment	i035_1_an_NA_apartment	(#\d{1,3}) 2 10351	eeg_1	eeg_1_a	35	NA	10351	17	an	NA	apartment	Margot had finally decided to buy a house in the suburbs, after a year of renting an apartment in the city.	i035_1_an	norm_2	Margot had finally decided to buy a house in the suburbs, after a year of renting an	0.793	0.034	0.828	0.069	0.862	0.967	1.000	0.967	1.000	0.666	0.789	[apartment]	0.909	[apartment]	[vowel]	0.967	0.000	30.000	33.000	0.666	0.789	[apartment]	0.909	[apartment]	[vowel]	0.967	0.000	30.000	33.000	1.000	4.000	25.000
i035_1_a__NA_studio	i035_1_a__NA_studio	(#\d{1,3}) 2 10354	eeg_1	eeg_1_b	35	NA	10354	17	a	NA	studio	Margot had finally decided to buy a house in the suburbs, after a year of renting a studio in the city.	i035_1_a_	norm_2	Margot had finally decided to buy a house in the suburbs, after a year of renting a	0.034	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.167	0.269	[condominium]	0.306	[condominium]	[consonant]	0.500	0.000	30.000	49.000	0.167	0.269	[condominium]	0.306	[condominium]	[consonant]	0.500	0.000	30.000	49.000	1.000	4.000	25.000
i036_1_a__NA_studio	i036_1_a__NA_studio	(#\d{1,3}) 2 10362	eeg_1	eeg_1_a	36	NA	10362	19	a	NA	studio	Instead of recording a live album, the band decided they would have more control if they recorded in a studio without a lot of background noise.	i036_1_a_	norm_2	Instead of recording a live album, the band decided they would have more control if they recorded in a	0.655	0.103	0.966	0.103	0.966	0.933	0.967	0.933	0.967	0.658	0.735	[studio]	0.906	[studio]	[consonant]	0.933	0.000	30.000	32.000	0.658	0.735	[studio]	0.906	[studio]	[consonant]	0.933	0.000	30.000	32.000	1.000	29.000	0.000
i036_1_an_NA_apartment	i036_1_an_NA_apartment	(#\d{1,3}) 2 10363	eeg_1	eeg_1_b	36	NA	10363	19	an	NA	apartment	Instead of recording a live album, the band decided they would have more control if they recorded in an apartment without a lot of background noise.	i036_1_an	norm_2	Instead of recording a live album, the band decided they would have more control if they recorded in an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.039	[studio]	0.292	[studio]	[consonant]	0.133	0.000	30.000	72.000	0.070	0.039	[studio]	0.292	[studio]	[consonant]	0.133	0.000	30.000	72.000	1.000	29.000	0.000
i037_1_an_NA_invitation	i037_1_an_NA_invitation	(#\d{1,3}) 2 10371	eeg_1	eeg_1_a	37	NA	10371	16	an	NA	invitation	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation from him.	i037_1_an	norm_2	Sue had wanted to go to Tim's birthday party but she was still waiting for an	0.414	0.000	0.448	0.000	0.448	0.833	0.833	0.833	0.833	0.383	0.514	[invitation]	0.625	[invitation]	[vowel]	0.833	0.000	30.000	40.000	0.383	0.514	[invitation]	0.625	[invitation]	[vowel]	0.833	0.000	30.000	40.000	1.000	15.000	14.000
i037_1_a__NA_message	i037_1_a__NA_message	(#\d{1,3}) 2 10374	eeg_1	eeg_1_b	37	NA	10374	16	a	NA	message	Sue had wanted to go to Tim's birthday party but she was still waiting for a message from him.	i037_1_a_	norm_2	Sue had wanted to go to Tim's birthday party but she was still waiting for a	0.241	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.088	[invitation]	0.250	[call]	[consonant]	0.200	0.000	30.000	56.000	0.090	0.088	[invitation]	0.250	[call]	[consonant]	0.200	0.000	30.000	56.000	1.000	15.000	14.000
i038_1_a__NA_message	i038_1_a__NA_message	(#\d{1,3}) 2 10382	eeg_1	eeg_1_a	38	NA	10382	17	a	NA	message	When I called his house Nolan was not home, but his mother said she could relay a message to him.	i038_1_a_	norm_2	When I called his house Nolan was not home, but his mother said she could relay a	0.607	0.036	1.000	0.036	1.000	1.000	1.000	1.000	1.000	0.399	1.000	[message]	0.789	[message]	[consonant]	1.000	0.000	30.000	38.000	0.399	1.000	[message]	0.789	[message]	[consonant]	1.000	0.000	30.000	38.000	2.000	28.000	0.000
i038_1_an_NA_invitation	i038_1_an_NA_invitation	(#\d{1,3}) 2 10383	eeg_1	eeg_1_b	38	NA	10383	17	an	NA	invitation	When I called his house Nolan was not home, but his mother said she could relay an invitation to him.	i038_1_an	norm_2	When I called his house Nolan was not home, but his mother said she could relay an	0.000	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.179	0.141	[message]	0.351	[important]	[vowel]	0.300	0.000	30.000	74.000	0.180	0.141	[message]	0.351	[important]	[vowel]	0.300	0.000	30.000	74.000	2.000	28.000	0.000
i039_1_a__NA_bicycle	i039_1_a__NA_bicycle	(#\d{1,3}) 2 10394	eeg_1	eeg_1_a	39	NA	10394	14	a	NA	bicycle	The highlight of Jack's trip to India was when he got to ride a bicycle in the parade.	i039_1_a_	norm_2	The highlight of Jack's trip to India was when he got to ride a	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.241	0.287	[camel]	0.410	[camel]	[consonant]	0.533	0.000	30.000	39.000	0.241	0.287	[camel]	0.410	[camel]	[consonant]	0.533	0.000	30.000	39.000	0.000	7.000	23.000
i039_1_an_NA_elephant	i039_1_an_NA_elephant	(#\d{1,3}) 2 10391	eeg_1	eeg_1_b	39	NA	10391	14	an	NA	elephant	The highlight of Jack's trip to India was when he got to ride an elephant in the parade.	i039_1_an	norm_2	The highlight of Jack's trip to India was when he got to ride an	0.567	0.000	0.667	0.033	0.767	0.667	0.667	0.667	0.667	0.317	0.414	[elephant]	0.526	[elephant]	[vowel]	0.667	0.000	30.000	38.000	0.317	0.414	[elephant]	0.526	[elephant]	[vowel]	0.667	0.000	30.000	38.000	0.000	7.000	23.000
i040_1_an_NA_elephant	i040_1_an_NA_elephant	(#\d{1,3}) 2 10403	eeg_1	eeg_1_a	40	NA	10403	7	an	NA	elephant	You never forget how to ride an elephant once you've learned.	i040_1_an	norm_2	You never forget how to ride an	0.000	0.000	0.000	0.000	0.000	0.200	0.200	0.200	0.200	0.164	0.181	[bicycle]	0.392	[old]	[vowel]	0.267	0.000	30.000	51.000	0.164	0.181	[bicycle]	0.392	[old]	[vowel]	0.267	0.000	30.000	51.000	1.000	29.000	0.000
i040_1_a__NA_bicycle	i040_1_a__NA_bicycle	(#\d{1,3}) 2 10402	eeg_1	eeg_1_b	40	NA	10402	7	a	NA	bicycle	You never forget how to ride a bicycle once you've learned.	i040_1_a_	norm_2	You never forget how to ride a	0.931	0.000	0.931	0.034	0.966	0.933	0.933	0.933	0.933	0.647	0.647	[bicycle]	0.933	[bicycle]	[consonant]	0.933	0.000	30.000	30.000	0.647	0.647	[bicycle]	0.933	[bicycle]	[consonant]	0.933	0.000	30.000	30.000	1.000	29.000	0.000
i041_1_an_NA_umbrella	i041_1_an_NA_umbrella	(#\d{1,3}) 2 10411	eeg_1	eeg_1_a	41	NA	10411	14	an	NA	umbrella	Because it frequently rains in London, it's a good idea to always carry an umbrella with you.	i041_1_an	norm_2	Because it frequently rains in London, most people carry an	0.345	0.000	0.345	0.655	1.000	1.000	1.000	1.000	1.000	1.000	1.000	[umbrella]	1.000	[umbrella]	[vowel]	1.000	1.000	29.000	29.000	1.000	1.000	[umbrella]	1.000	[umbrella]	[vowel]	1.000	1.000	29.000	29.000	1.000	0.000	29.000
i041_1_a__NA_newspaper	i041_1_a__NA_newspaper	(#\d{1,3}) 2 10414	eeg_1	eeg_1_b	41	NA	10414	14	a	NA	newspaper	Because it frequently rains in London, it's a good idea to always carry a newspaper with you.	i041_1_a_	norm_2	Because it frequently rains in London, most people carry a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.123	0.109	[umbrella]	0.339	[raincoat, umbrella]	[consonant, vowel]	0.200	0.000	30.000	59.000	0.123	0.109	[umbrella]	0.339	[raincoat, umbrella]	[consonant, vowel]	0.200	0.000	30.000	59.000	1.000	0.000	29.000
i042_1_a__NA_newspaper	i042_1_a__NA_newspaper	(#\d{1,3}) 2 10422	eeg_1	eeg_1_a	42	NA	10422	24	a	NA	newspaper	As he walked past the corner drugstore on his way to work, Carl skimmed the headlines and decided to go ahead and buy a newspaper when he saw what the forecast was.	i042_1_a_	norm_2	As he walked past the corner drugstore on his way to work, Carl skimmed the headlines and decided to go ahead and buy a	0.633	0.033	0.667	0.033	0.667	0.700	0.700	0.700	0.700	0.313	0.443	[newspaper]	0.538	[newspaper]	[consonant]	0.700	0.000	30.000	39.000	0.313	0.443	[newspaper]	0.538	[newspaper]	[consonant]	0.700	0.000	30.000	39.000	0.000	30.000	0.000
i042_1_an_NA_umbrella	i042_1_an_NA_umbrella	(#\d{1,3}) 2 10423	eeg_1	eeg_1_b	42	NA	10423	24	an	NA	umbrella	As he walked past the corner drugstore on his way to work, Carl skimmed the headlines and decided to go ahead and buy an umbrella when he saw what the forecast was.	i042_1_an	norm_2	As he walked past the corner drugstore on his way to work, Carl skimmed the headlines and decided to go ahead and buy an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.045	[newspaper]	0.129	[article]	[vowel]	0.133	0.000	30.000	62.000	0.033	0.046	[newspaper]	0.129	[article]	[vowel]	0.133	0.000	30.000	62.000	0.000	30.000	0.000
i043_1_a__NA_plumber	i043_1_a__NA_plumber	(#\d{1,3}) 2 10434	eeg_1	eeg_1_a	43	NA	10434	14	a	NA	plumber	Frank wanted to design a very modern house so he sought advice from a plumber to select the fixtures.	i043_1_a_	norm_2	Frank wanted to design a very modern house so he sought advice from a	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.082	[architect]	0.200	[designer]	[consonant]	0.200	0.000	30.000	55.000	0.055	0.082	[architect]	0.200	[designer]	[consonant]	0.200	0.000	30.000	55.000	1.000	3.000	26.000
i043_1_an_NA_architect	i043_1_an_NA_architect	(#\d{1,3}) 2 10431	eeg_1	eeg_1_b	43	NA	10431	14	an	NA	architect	Frank wanted to design a very modern house so he sought advice from an architect to select the fixtures.	i043_1_an	norm_2	Frank wanted to design a very modern house so he sought advice from an	0.828	0.000	0.793	0.000	0.828	0.833	0.833	0.833	0.833	0.461	0.561	[architect]	0.735	[architect]	[vowel]	0.833	0.000	30.000	34.000	0.461	0.561	[architect]	0.735	[architect]	[vowel]	0.833	0.000	30.000	34.000	1.000	3.000	26.000
i044_1_an_NA_architect	i044_1_an_NA_architect	(#\d{1,3}) 2 10443	eeg_1	eeg_1_a	44	NA	10443	15	an	NA	architect	When the pipe broke in the bathroom, Felicia looked through the phonebook to find an architect who could come take a look at the job.	i044_1_an	norm_2	When the pipe broke in the bathroom, Felicia looked through the phonebook to find an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.186	0.101	[plumber]	0.422	[plumber]	[consonant]	0.200	0.000	30.000	64.000	0.186	0.101	[plumber]	0.422	[plumber]	[consonant]	0.200	0.000	30.000	64.000	0.000	30.000	0.000
i044_1_a__NA_plumber	i044_1_a__NA_plumber	(#\d{1,3}) 2 10442	eeg_1	eeg_1_b	44	NA	10442	15	a	NA	plumber	When the pipe broke in the bathroom, Felicia looked through the phonebook to find a plumber who could come take a look at the job.	i044_1_a_	norm_2	When the pipe broke in the bathroom, Felicia looked through the phonebook to find a	0.967	0.000	0.900	0.000	0.900	0.931	0.966	0.931	0.966	0.445	0.728	[plumber]	0.700	[plumber]	[consonant]	0.931	1.000	29.000	40.000	0.445	0.728	[plumber]	0.700	[plumber]	[consonant]	0.931	1.000	29.000	40.000	0.000	30.000	0.000
i045_1_an_NA_infection	i045_1_an_NA_infection	(#\d{1,3}) 2 10451	eeg_1	eeg_1_a	45	NA	10451	13	an	NA	infection	Because Bart did not clean his wound properly, he ended up getting an infection on his leg.	i045_1_an	norm_2	Because Bart did not clean his wound properly, he ended up getting an	0.759	0.069	0.793	0.069	0.793	0.967	0.967	0.967	0.967	0.742	0.789	[infection]	0.935	[infection]	[vowel]	0.967	0.000	30.000	31.000	0.742	0.789	[infection]	0.935	[infection]	[vowel]	0.967	0.000	30.000	31.000	1.000	0.000	29.000
i045_1_a__NA_tattoo	i045_1_a__NA_tattoo	(#\d{1,3}) 2 10454	eeg_1	eeg_1_b	45	NA	10454	13	a	NA	tattoo	Because Bart did not clean his wound properly, he ended up getting a tattoo on his leg.	i045_1_a_	norm_2	Because Bart did not clean his wound properly, he ended up getting a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.113	[infection]	0.371	[bad]	[consonant]	0.233	0.000	30.000	62.000	0.162	0.102	[infection]	0.371	[bad]	[consonant]	0.200	0.000	30.000	62.000	1.000	0.000	29.000
i046_1_a__NA_tattoo	i046_1_a__NA_tattoo	(#\d{1,3}) 2 10462	eeg_1	eeg_1_a	46	NA	10462	20	a	NA	tattoo	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo the previous night.	i046_1_a_	norm_2	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a	0.467	0.033	0.667	0.067	0.800	1.000	1.000	1.000	1.000	1.000	1.000	[tattoo]	1.000	[tattoo]	[consonant]	1.000	0.000	30.000	30.000	1.000	1.000	[tattoo]	1.000	[tattoo]	[consonant]	1.000	0.000	30.000	30.000	0.000	29.000	1.000
i046_1_an_NA_infection	i046_1_an_NA_infection	(#\d{1,3}) 2 10463	eeg_1	eeg_1_b	46	NA	10463	20	an	NA	infection	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an infection the previous night.	i046_1_an	norm_2	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.139	0.075	[tattoo]	0.320	[angel]	[vowel]	0.200	0.000	30.000	75.000	0.139	0.075	[tattoo]	0.320	[angel]	[vowel]	0.200	0.000	30.000	75.000	0.000	29.000	1.000
i047_1_a__NA_parent	i047_1_a__NA_parent	(#\d{1,3}) 2 10474	eeg_1	eeg_1_a	47	NA	10474	16	a	NA	parent	In order to get into an R-rated movie, children under 17 must be accompanied by a parent or legal guardian.	i047_1_a_	norm_2	In order to get into an R-rated movie, children under 17 must be accompanied by a	0.143	0.036	0.143	0.036	0.214	0.400	0.433	0.400	0.433	0.092	0.189	[parent]	0.171	[parent]	[consonant]	0.400	0.000	30.000	76.000	0.092	0.189	[parent]	0.171	[parent]	[consonant]	0.400	0.000	30.000	76.000	2.000	7.000	21.000
i047_1_an_NA_adult	i047_1_an_NA_adult	(#\d{1,3}) 2 10471	eeg_1	eeg_1_b	47	NA	10471	16	an	NA	adult	In order to get into an R-rated movie, children under 17 must be accompanied by an adult or legal guardian.	i047_1_an	norm_2	In order to get into an R-rated movie, children under 17 must be accompanied by an	0.750	0.000	0.750	0.000	0.750	0.967	0.967	0.967	0.967	0.789	0.789	[adult]	0.967	[adult]	[vowel]	0.967	0.000	30.000	30.000	0.789	0.789	[adult]	0.967	[adult]	[vowel]	0.967	0.000	30.000	30.000	2.000	7.000	21.000
i048_1_an_NA_adult	i048_1_an_NA_adult	(#\d{1,3}) 2 10483	eeg_1	eeg_1_a	48	NA	10483	16	an	NA	adult	Older children often have a harder time than younger children dealing with the loss of an adult who has cared for them.	i048_1_an	norm_2	Older children often have a harder time than younger children dealing with the loss of an	0.000	0.000	0.000	0.000	0.000	0.300	0.300	0.300	0.300	0.085	0.159	[adult]	0.155	[adult]	[vowel]	0.300	0.000	30.000	58.000	0.082	0.156	[adult]	0.155	[adult]	[vowel]	0.300	0.000	30.000	58.000	1.000	29.000	0.000
i048_1_a__NA_parent	i048_1_a__NA_parent	(#\d{1,3}) 2 10482	eeg_1	eeg_1_b	48	NA	10482	16	a	NA	parent	Older children often have a harder time than younger children dealing with the loss of a parent who has cared for them.	i048_1_a_	norm_2	Older children often have a harder time than younger children dealing with the loss of a	0.655	0.000	0.483	0.138	0.621	0.400	0.400	0.400	0.400	0.159	0.198	[parent]	0.273	[parent]	[consonant]	0.400	0.000	30.000	44.000	0.159	0.198	[parent]	0.273	[parent]	[consonant]	0.400	0.000	30.000	44.000	1.000	29.000	0.000
i049_1_a__NA_stamp	i049_1_a__NA_stamp	(#\d{1,3}) 2 10492	eeg_1	eeg_1_a	49	NA	10492	6	a	NA	stamp	Jeffrey mailed the letter without a stamp, so the post office would not deliver it.	i049_1_a_	norm_2	Jeffrey mailed the letter without a	0.793	0.034	0.793	0.069	0.828	0.967	0.967	0.967	0.967	0.572	0.789	[stamp]	0.806	[stamp]	[consonant]	0.967	0.000	30.000	36.000	0.572	0.789	[stamp]	0.806	[stamp]	[consonant]	0.967	0.000	30.000	36.000	1.000	29.000	0.000
i049_1_an_NA_envelope	i049_1_an_NA_envelope	(#\d{1,3}) 2 10493	eeg_1	eeg_1_b	49	NA	10493	6	an	NA	envelope	Jeffrey mailed the letter without an envelope, so the post office would not deliver it.	i049_1_an	norm_2	Jeffrey mailed the letter without an	0.000	0.000	0.000	0.000	0.000	0.400	0.400	0.400	0.400	0.204	0.271	[envelope]	0.286	[envelope]	[vowel]	0.400	0.000	30.000	42.000	0.204	0.271	[envelope]	0.286	[envelope]	[vowel]	0.400	0.000	30.000	42.000	1.000	29.000	0.000
i050_1_an_NA_envelope	i050_1_an_NA_envelope	(#\d{1,3}) 2 10501	eeg_1	eeg_1_a	50	NA	10501	21	an	NA	envelope	When Wendy went to pay for the birthday card, the clerk pointed out that she had forgotten to pick up an envelope along with it.	i050_1_an	norm_2	When Wendy went to pay for the birthday card, the clerk pointed out that she had forgotten to pick up an	0.793	0.000	0.793	0.000	0.793	1.000	1.000	1.000	1.000	1.000	1.000	[envelope]	1.000	[envelope]	[vowel]	1.000	0.000	30.000	30.000	1.000	1.000	[envelope]	1.000	[envelope]	[vowel]	1.000	0.000	30.000	30.000	1.000	6.000	23.000
i050_1_a__NA_stamp	i050_1_a__NA_stamp	(#\d{1,3}) 2 10504	eeg_1	eeg_1_b	50	NA	10504	21	a	NA	stamp	When Wendy went to pay for the birthday card, the clerk pointed out that she had forgotten to pick up a stamp along with it.	i050_1_a_	norm_2	When Wendy went to pay for the birthday card, the clerk pointed out that she had forgotten to pick up a	0.034	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.242	0.171	[envelope]	0.431	[match]	[consonant]	0.367	0.000	30.000	51.000	0.242	0.171	[envelope]	0.431	[matching]	[consonant]	0.367	0.000	30.000	51.000	1.000	6.000	23.000
i051_1_a__NA_beginner	i051_1_a__NA_beginner	(#\d{1,3}) 2 10514	eeg_1	eeg_1_a	51	NA	10514	19	a	NA	beginner	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a beginner in order to compete.	i051_1_a_	norm_2	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a	0.103	0.000	0.034	0.000	0.034	0.167	0.167	0.167	0.167	0.078	0.144	[novice]	0.155	[novice]	[consonant]	0.300	0.000	30.000	58.000	0.078	0.144	[novice]	0.155	[novice]	[consonant]	0.300	0.000	30.000	58.000	1.000	9.000	20.000
i051_1_an_NA_amateur	i051_1_an_NA_amateur	(#\d{1,3}) 2 10511	eeg_1	eeg_1_b	51	NA	10511	19	an	NA	amateur	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an amateur in order to compete.	i051_1_an	norm_2	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an	0.586	0.034	0.586	0.034	0.586	0.667	0.667	0.667	0.667	0.301	0.397	[amateur]	0.526	[amateur]	[vowel]	0.667	0.000	30.000	38.000	0.301	0.397	[amateur]	0.526	[amateur]	[vowel]	0.667	0.000	30.000	38.000	1.000	9.000	20.000
i052_1_an_NA_amateur	i052_1_an_NA_amateur	(#\d{1,3}) 2 10523	eeg_1	eeg_1_a	52	NA	10523	17	an	NA	amateur	There are always ways to improve your game, whether you're an advanced tennis player or merely an amateur starting out.	i052_1_an	norm_2	There are always ways to improve your game, whether you're an advanced tennis player or merely an	0.200	0.033	0.233	0.033	0.233	0.400	0.400	0.400	0.400	0.144	0.187	[amateur]	0.240	[amateur]	[vowel]	0.400	0.000	30.000	50.000	0.144	0.187	[amateur]	0.240	[amateur]	[vowel]	0.400	0.000	30.000	50.000	0.000	23.000	7.000
i052_1_a__NA_beginner	i052_1_a__NA_beginner	(#\d{1,3}) 2 10522	eeg_1	eeg_1_b	52	NA	10522	17	a	NA	beginner	There are always ways to improve your game, whether you're an advanced tennis player or merely a beginner starting out.	i052_1_a_	norm_2	There are always ways to improve your game, whether you're an advanced tennis player or merely a	0.733	0.000	0.467	0.000	0.467	0.567	0.567	0.567	0.567	0.323	0.323	[beginner]	0.500	[beginner]	[consonant]	0.567	0.000	30.000	34.000	0.323	0.323	[beginner]	0.500	[beginner]	[consonant]	0.567	0.000	30.000	34.000	0.000	23.000	7.000
