Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i024_2_an_NA_oyster	i024_2_an_NA_oyster	(#\d{1,3}) 2 10243	eeg_2	eeg_2_c	24	30240	10243	11	an	NA	oyster	The biologist we met at the zoo had specialized knowledge of reptiles. He helped us tell the difference between a tortoise and an oyster by the markings.	i024_2_an	norm_4	The biologist we met at the zoo had specialized knowledge of reptiles. He helped us tell the difference between a tortoise and an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.174	0.069	[turtle]	0.365	[alligator, iguana, ordinary]	[vowel, vowel, vowel]	0.133	1.000	30.000	52.000	0.163	0.069	[turtle]	0.346	[alligator, iguana, ordinary]	[vowel, vowel, vowel]	0.133	1.000	30.000	52.000	1.000	31.000	0.000
i024_2_a__NA_fish	i024_2_a__NA_fish	(#\d{1,3}) 2 10246	eeg_2	eeg_2_d	24	30240	10246	11	a	NA	fish	The biologist we met at the zoo had specialized knowledge of reptiles. He helped us tell the difference between a tortoise and a fish by the markings.	i024_2_a_	norm_4	The biologist we met at the zoo had specialized knowledge of reptiles. He helped us tell the difference between a tortoise and a	0.935	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.666	0.742	[turtle]	0.909	[turtle]	[consonant]	0.935	1.000	31.000	33.000	0.666	0.742	[turtle]	0.909	[turtle]	[consonant]	0.935	1.000	31.000	33.000	1.000	31.000	0.000
i025_2_an_NA_officer	i025_2_an_NA_officer	(#\d{1,3}) 2 10255	eeg_2	eeg_2_a	25	30250	10255	13	an	NA	officer	Kim wanted a memento of her trip. On a street corner in Paris she had her portrait painted by an officer for three francs.	i025_2_an	norm_4	Kim wanted a memento of her trip. On a street corner in Paris she had her portrait painted by an	0.710	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.799	0.799	[artist]	0.969	[artist]	[vowel]	0.969	0.000	32.000	32.000	0.799	0.799	[artist]	0.969	[artist]	[vowel]	0.969	0.000	32.000	32.000	1.000	9.000	22.000
i025_2_a__talented_artist	i025_2_a__talented_artist	(#\d{1,3}) 1 \d{1,3} 2 10258	eeg_2	eeg_2_b	25	30250	10258	14	a	talented	artist	Kim wanted a memento of her trip. On a street corner in Paris she had her portrait painted by a talented artist for three francs.	i025_2_a_	norm_4	Kim wanted a memento of her trip. On a street corner in Paris she had her portrait painted by a	0.194	0.000	0.742	0.000	0.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i025_2_an_NA_artist	i025_2_an_NA_artist	(#\d{1,3}) 2 10251	eeg_2	eeg_2_c	25	30250	10251	13	an	NA	artist	Kim wanted a memento of her trip. On a street corner in Paris she had her portrait painted by an artist for three francs.	i025_2_an	norm_4	Kim wanted a memento of her trip. On a street corner in Paris she had her portrait painted by an	0.710	0.000	0.742	0.000	0.742	0.969	0.969	0.969	0.969	0.799	0.799	[artist]	0.969	[artist]	[vowel]	0.969	0.000	32.000	32.000	0.799	0.799	[artist]	0.969	[artist]	[vowel]	0.969	0.000	32.000	32.000	1.000	9.000	22.000
i025_2_a__NA_student	i025_2_a__NA_student	(#\d{1,3}) 2 10254	eeg_2	eeg_2_d	25	30250	10254	13	a	NA	student	Kim wanted a memento of her trip. On a street corner in Paris she had her portrait painted by a student for three francs.	i025_2_a_	norm_4	Kim wanted a memento of her trip. On a street corner in Paris she had her portrait painted by a	0.194	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.186	0.106	[artist]	0.321	[painter]	[consonant]	0.258	0.000	31.000	53.000	0.186	0.106	[artist]	0.321	[painter]	[consonant]	0.258	0.000	31.000	53.000	1.000	9.000	22.000
i026_2_a__NA_professor	i026_2_a__NA_professor	(#\d{1,3}) 2 10266	eeg_2	eeg_2_a	26	30260	10266	10	a	NA	professor	Betsy had no desire to enter the working world. She decided to stay at the university and remain a professor for another semester.	i026_2_a_	norm_4	Betsy had no desire to enter the working world. She decided to stay at the university and remain a	0.903	0.000	0.000	0.000	0.000	0.062	0.062	0.062	0.062	0.428	0.488	[student]	0.743	[student]	[consonant]	0.750	0.000	32.000	35.000	0.428	0.488	[student]	0.743	[student]	[consonant]	0.750	0.000	32.000	35.000	1.000	31.000	0.000
i026_2_an_eternal_student	i026_2_an_eternal_student	(#\d{1,3}) 1 \d{1,3} 2 10267	eeg_2	eeg_2_b	26	30260	10267	11	an	eternal	student	Betsy had no desire to enter the working world. She decided to stay at the university and remain an eternal student for another semester.	i026_2_an	norm_4	Betsy had no desire to enter the working world. She decided to stay at the university and remain an	0.000	0.000	0.903	0.000	0.903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i026_2_a__NA_student	i026_2_a__NA_student	(#\d{1,3}) 2 10262	eeg_2	eeg_2_c	26	30260	10262	10	a	NA	student	Betsy had no desire to enter the working world. She decided to stay at the university and remain a student for another semester.	i026_2_a_	norm_4	Betsy had no desire to enter the working world. She decided to stay at the university and remain a	0.903	0.000	0.903	0.000	0.903	0.750	0.812	0.750	0.812	0.428	0.488	[student]	0.743	[student]	[consonant]	0.750	0.000	32.000	35.000	0.428	0.488	[student]	0.743	[student]	[consonant]	0.750	0.000	32.000	35.000	1.000	31.000	0.000
i026_2_an_NA_artist	i026_2_an_NA_artist	(#\d{1,3}) 2 10263	eeg_2	eeg_2_d	26	30260	10263	10	an	NA	artist	Betsy had no desire to enter the working world. She decided to stay at the university and remain an artist for another semester.	i026_2_an	norm_4	Betsy had no desire to enter the working world. She decided to stay at the university and remain an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.206	0.209	[student]	0.268	[undergraduate]	[vowel]	0.419	0.000	31.000	56.000	0.206	0.208	[student]	0.268	[undergraduate]	[vowel]	0.419	0.000	31.000	56.000	1.000	31.000	0.000
i027_2_an_NA_artist	i027_2_an_NA_artist	(#\d{1,3}) 2 10275	eeg_2	eeg_2_a	27	30270	10275	9	an	NA	artist	Bo began his military service as an enlisted soldier. After completing his service academy training he became an artist at the school.	i027_2_an	norm_4	Bo began his military service as an enlisted soldier. After completing his service academy training he became an	0.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.192	0.304	[officer]	0.422	[officer]	[vowel]	0.548	1.000	31.000	45.000	0.192	0.304	[officer]	0.422	[officer]	[vowel]	0.548	1.000	31.000	45.000	1.000	14.000	17.000
i027_2_a__commanding_officer	i027_2_a__commanding_officer	(#\d{1,3}) 1 \d{1,3} 2 10278	eeg_2	eeg_2_b	27	30270	10278	10	a	commanding	officer	Bo began his military service as an enlisted soldier. After completing his service academy training he became a commanding officer at the school.	i027_2_a_	norm_4	Bo began his military service as an enlisted soldier. After completing his service academy training he became a	0.452	0.000	0.516	0.000	0.516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i027_2_an_NA_officer	i027_2_an_NA_officer	(#\d{1,3}) 2 10271	eeg_2	eeg_2_c	27	30270	10271	9	an	NA	officer	Bo began his military service as an enlisted soldier. After completing his service academy training he became an officer at the school.	i027_2_an	norm_4	Bo began his military service as an enlisted soldier. After completing his service academy training he became an	0.548	0.000	0.516	0.000	0.516	0.548	0.613	0.548	0.613	0.192	0.304	[officer]	0.422	[officer]	[vowel]	0.548	1.000	31.000	45.000	0.192	0.304	[officer]	0.422	[officer]	[vowel]	0.548	1.000	31.000	45.000	1.000	14.000	17.000
i027_2_a__NA_professor	i027_2_a__NA_professor	(#\d{1,3}) 2 10274	eeg_2	eeg_2_d	27	30270	10274	9	a	NA	professor	Bo began his military service as an enlisted soldier. After completing his service academy training he became a professor at the school.	i027_2_a_	norm_4	Bo began his military service as an enlisted soldier. After completing his service academy training he became a	0.452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.082	[sergeant]	0.136	[sergeant]	[consonant]	0.200	1.000	30.000	44.000	0.059	0.082	[sergeant]	0.136	[sergeant]	[consonant]	0.200	1.000	30.000	44.000	1.000	14.000	17.000
i028_2_a__NA_student	i028_2_a__NA_student	(#\d{1,3}) 2 10286	eeg_2	eeg_2_a	28	30280	10286	11	a	NA	student	Many people dream of teaching at a college or university. But few know how much work it takes to become a student in this country.	i028_2_a_	norm_4	Many people dream of teaching at a college or university. But few know how much work it takes to become a	0.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.666	0.742	[professor]	0.909	[professor]	[consonant]	0.935	1.000	31.000	33.000	0.666	0.742	[professor]	0.909	[professor]	[consonant]	0.935	1.000	31.000	33.000	1.000	31.000	0.000
i028_2_an_adjunct_professor	i028_2_an_adjunct_professor	(#\d{1,3}) 1 \d{1,3} 2 10287	eeg_2	eeg_2_b	28	30280	10287	12	an	adjunct	professor	Many people dream of teaching at a college or university. But few know how much work it takes to become an adjunct professor in this country.	i028_2_an	norm_4	Many people dream of teaching at a college or university. But few know how much work it takes to become an	0.000	0.000	0.903	0.000	0.903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i028_2_a__NA_professor	i028_2_a__NA_professor	(#\d{1,3}) 2 10282	eeg_2	eeg_2_c	28	30280	10282	11	a	NA	professor	Many people dream of teaching at a college or university. But few know how much work it takes to become a professor in this country.	i028_2_a_	norm_4	Many people dream of teaching at a college or university. But few know how much work it takes to become a	0.968	0.000	0.903	0.000	0.903	0.935	0.968	0.935	0.968	0.666	0.742	[professor]	0.909	[professor]	[consonant]	0.935	1.000	31.000	33.000	0.666	0.742	[professor]	0.909	[professor]	[consonant]	0.935	1.000	31.000	33.000	1.000	31.000	0.000
i028_2_an_NA_officer	i028_2_an_NA_officer	(#\d{1,3}) 2 10283	eeg_2	eeg_2_d	28	30280	10283	11	an	NA	officer	Many people dream of teaching at a college or university. But few know how much work it takes to become an officer in this country.	i028_2_an	norm_4	Many people dream of teaching at a college or university. But few know how much work it takes to become an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.211	0.033	[professor]	0.419	[actual]	[vowel]	0.129	0.000	31.000	62.000	0.211	0.033	[professor]	0.419	[actual]	[vowel]	0.129	0.000	31.000	62.000	1.000	31.000	0.000
i029_2_a__NA_book	i029_2_a__NA_book	(#\d{1,3}) 2 10294	eeg_2	eeg_2_a	29	30290	10294	11	a	NA	book	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive a book while growing up.	i029_2_a_	norm_4	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive a	0.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.142	0.175	[diploma]	0.231	[degree]	[consonant]	0.323	0.000	31.000	52.000	0.142	0.175	[diploma]	0.231	[degree]	[consonant]	0.323	0.000	31.000	52.000	1.000	17.000	14.000
i029_2_an_NA_award	i029_2_an_NA_award	(#\d{1,3}) 2 10295	eeg_2	eeg_2_b	29	30290	10295	11	an	NA	award	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive an award while growing up.	i029_2_an	norm_4	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive an	0.387	0.000	0.000	0.000	0.000	0.031	0.062	0.031	0.062	0.337	0.507	[education]	0.605	[education]	[vowel]	0.750	0.000	32.000	43.000	0.337	0.507	[education]	0.605	[education]	[vowel]	0.750	0.000	32.000	43.000	1.000	17.000	14.000
i029_2_a__proper_education	i029_2_a__proper_education	(#\d{1,3}) 1 \d{1,3} 2 10298	eeg_2	eeg_2_c	29	30290	10298	12	a	proper	education	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive a proper education while growing up.	i029_2_a_	norm_4	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive a	0.484	0.032	0.581	0.032	0.581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i029_2_an_NA_education	i029_2_an_NA_education	(#\d{1,3}) 2 10291	eeg_2	eeg_2_d	29	30290	10291	11	an	NA	education	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive an education while growing up.	i029_2_an	norm_4	Sophia's grandfather always stressed how important it was for her to go to school. He regretted that he never had the chance to receive an	0.387	0.032	0.581	0.032	0.581	0.750	0.812	0.750	0.812	0.337	0.507	[education]	0.605	[education]	[vowel]	0.750	0.000	32.000	43.000	0.337	0.507	[education]	0.605	[education]	[vowel]	0.750	0.000	32.000	43.000	1.000	17.000	14.000
i030_2_an_NA_education	i030_2_an_NA_education	(#\d{1,3}) 2 10303	eeg_2	eeg_2_a	30	30300	10303	10	an	NA	education	James is an avid reader. For his birthday his sister decided to give him an education about Africa.	i030_2_an	norm_4	James is an avid reader. For his birthday his sister decided to give him an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.111	[book]	0.151	[encyclopedia]	[vowel]	0.267	1.000	30.000	93.000	0.066	0.111	[of]	0.129	[encyclopedia]	[vowel]	0.267	1.000	30.000	93.000	1.000	30.000	1.000
i030_2_a__NA_lesson	i030_2_a__NA_lesson	(#\d{1,3}) 2 10306	eeg_2	eeg_2_b	30	30300	10306	10	a	NA	lesson	James is an avid reader. For his birthday his sister decided to give him a lesson about Africa.	i030_2_a_	norm_4	James is an avid reader. For his birthday his sister decided to give him a	0.806	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.267	0.394	[book]	0.524	[book]	[consonant]	0.645	1.000	31.000	42.000	0.267	0.394	[book]	0.500	[book]	[consonant]	0.645	1.000	31.000	42.000	1.000	30.000	1.000
i030_2_an_autographed_book	i030_2_an_autographed_book	(#\d{1,3}) 1 \d{1,3} 2 10307	eeg_2	eeg_2_c	30	30300	10307	11	an	autographed	book	James is an avid reader. For his birthday his sister decided to give him an autographed book about Africa.	i030_2_an	norm_4	James is an avid reader. For his birthday his sister decided to give him an	0.000	0.000	0.613	0.065	0.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i030_2_a__NA_book	i030_2_a__NA_book	(#\d{1,3}) 2 10302	eeg_2	eeg_2_d	30	30300	10302	10	a	NA	book	James is an avid reader. For his birthday his sister decided to give him a book about Africa.	i030_2_a_	norm_4	James is an avid reader. For his birthday his sister decided to give him a	0.806	0.000	0.613	0.065	0.774	0.645	0.677	0.645	0.710	0.267	0.394	[book]	0.524	[book]	[consonant]	0.645	1.000	31.000	42.000	0.267	0.394	[book]	0.500	[book]	[consonant]	0.645	1.000	31.000	42.000	1.000	30.000	1.000
i031_2_a__NA_lesson	i031_2_a__NA_lesson	(#\d{1,3}) 2 10314	eeg_2	eeg_2_a	31	30310	10314	10	a	NA	lesson	The book had received high praise from the critics ever since it was published. But the author had never expected it would win a lesson from the publisher.	i031_2_a_	norm_4	The book had received high praise from the critics ever since it was published. But the author had never expected it would win a	0.290	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.162	0.135	[prize]	0.278	[pulitzer]	[consonant]	0.226	0.000	31.000	54.000	0.135	0.135	[award]	0.204	[Pulitzer]	[consonant]	0.226	0.000	31.000	54.000	1.000	13.000	18.000
i031_2_an_NA_education	i031_2_an_NA_education	(#\d{1,3}) 2 10315	eeg_2	eeg_2_b	31	30310	10315	10	an	NA	education	The book had received high praise from the critics ever since it was published. But the author had never expected it would win an education from the publisher.	i031_2_an	norm_4	The book had received high praise from the critics ever since it was published. But the author had never expected it would win an	0.516	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.583	0.701	[award]	0.829	[award]	[vowel]	0.906	0.000	32.000	35.000	0.583	0.701	[award]	0.829	[award]	[vowel]	0.906	0.000	32.000	35.000	1.000	13.000	18.000
i031_2_a__national_award	i031_2_a__national_award	(#\d{1,3}) 1 \d{1,3} 2 10318	eeg_2	eeg_2_c	31	30310	10318	11	a	national	award	The book had received high praise from the critics ever since it was published. But the author had never expected it would win a national award from the publisher.	i031_2_a_	norm_4	The book had received high praise from the critics ever since it was published. But the author had never expected it would win a	0.290	0.000	0.516	0.032	0.548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i031_2_an_NA_award	i031_2_an_NA_award	(#\d{1,3}) 2 10311	eeg_2	eeg_2_d	31	30310	10311	10	an	NA	award	The book had received high praise from the critics ever since it was published. But the author had never expected it would win an award from the publisher.	i031_2_an	norm_4	The book had received high praise from the critics ever since it was published. But the author had never expected it would win an	0.516	0.000	0.516	0.032	0.548	0.906	0.906	0.906	0.906	0.583	0.701	[award]	0.829	[award]	[vowel]	0.906	0.000	32.000	35.000	0.583	0.701	[award]	0.829	[award]	[vowel]	0.906	0.000	32.000	35.000	1.000	13.000	18.000
i032_2_an_NA_award	i032_2_an_NA_award	(#\d{1,3}) 2 10323	eeg_2	eeg_2_a	32	30320	10323	10	an	NA	award	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids an award they wouldn't forget.	i032_2_an	norm_4	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.334	0.238	[lesson]	0.453	[important]	[vowel]	0.452	0.000	31.000	64.000	0.334	0.238	[lesson]	0.453	[important]	[vowel]	0.452	0.000	31.000	64.000	1.000	31.000	0.000
i032_2_a__NA_book	i032_2_a__NA_book	(#\d{1,3}) 2 10326	eeg_2	eeg_2_b	32	30320	10326	10	a	NA	book	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids a book they wouldn't forget.	i032_2_a_	norm_4	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids a	0.935	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.598	0.799	[lesson]	0.816	[lesson]	[consonant]	0.969	0.000	32.000	38.000	0.598	0.799	[lesson]	0.816	[lesson]	[consonant]	0.969	0.000	32.000	38.000	1.000	31.000	0.000
i032_2_an_unforgettable_lesson	i032_2_an_unforgettable_lesson	(#\d{1,3}) 1 \d{1,3} 2 10327	eeg_2	eeg_2_c	32	30320	10327	11	an	unforgettable	lesson	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids an unforgettable lesson they wouldn't forget.	i032_2_an	norm_4	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids an	0.000	0.000	0.935	0.000	0.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i032_2_a__NA_lesson	i032_2_a__NA_lesson	(#\d{1,3}) 2 10322	eeg_2	eeg_2_d	32	30320	10322	10	a	NA	lesson	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids a lesson they wouldn't forget.	i032_2_a_	norm_4	The substitute teacher was tired of the practical jokes the students had been playing on her. It was time to retaliate and teach those kids a	0.935	0.000	0.935	0.000	0.935	0.969	0.969	0.969	0.969	0.598	0.799	[lesson]	0.816	[lesson]	[consonant]	0.969	0.000	32.000	38.000	0.598	0.799	[lesson]	0.816	[lesson]	[consonant]	0.969	0.000	32.000	38.000	1.000	31.000	0.000
i033_2_an_NA_election	i033_2_an_NA_election	(#\d{1,3}) 2 10331	eeg_2	eeg_2_a	33	30330	10331	7	an	NA	election	The governor was recalled in the middle of his term. The state was forced to hold an election in every district.	i033_2_an	norm_4	The governor was recalled in the middle of his term. The state was forced to hold an	0.452	0.000	0.742	0.065	0.839	0.750	0.844	0.750	0.844	0.309	0.497	[election]	0.587	[election]	[vowel]	0.750	0.000	32.000	46.000	0.309	0.497	[election]	0.587	[election]	[vowel]	0.750	0.000	32.000	46.000	1.000	11.000	20.000
i033_2_a__NA_parade	i033_2_a__NA_parade	(#\d{1,3}) 2 10334	eeg_2	eeg_2_b	33	30330	10334	7	a	NA	parade	The governor was recalled in the middle of his term. The state was forced to hold a parade in every district.	i033_2_a_	norm_4	The governor was recalled in the middle of his term. The state was forced to hold a	0.323	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.061	[election]	0.393	[re]	[consonant]	0.167	1.000	30.000	61.000	0.156	0.061	[election]	0.393	[re]	[consonant]	0.167	1.000	30.000	61.000	1.000	11.000	20.000
i033_2_an_NA_outlet	i033_2_an_NA_outlet	(#\d{1,3}) 2 10335	eeg_2	eeg_2_c	33	30330	10335	7	an	NA	outlet	The governor was recalled in the middle of his term. The state was forced to hold an outlet in every district.	i033_2_an	norm_4	The governor was recalled in the middle of his term. The state was forced to hold an	0.452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.309	0.497	[election]	0.587	[election]	[vowel]	0.750	0.000	32.000	46.000	0.309	0.497	[election]	0.587	[election]	[vowel]	0.750	0.000	32.000	46.000	1.000	11.000	20.000
i033_2_a__special_election	i033_2_a__special_election	(#\d{1,3}) 1 \d{1,3} 2 10338	eeg_2	eeg_2_d	33	30330	10338	8	a	special	election	The governor was recalled in the middle of his term. The state was forced to hold a special election in every district.	i033_2_a_	norm_4	The governor was recalled in the middle of his term. The state was forced to hold a	0.323	0.000	0.742	0.065	0.839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i034_2_a__NA_parade	i034_2_a__NA_parade	(#\d{1,3}) 2 10342	eeg_2	eeg_2_a	34	30340	10342	10	a	NA	parade	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of a parade this year.	i034_2_a_	norm_4	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of a	0.968	0.032	0.903	0.032	0.903	0.812	0.812	0.812	0.812	0.545	0.545	[parade]	0.812	[parade]	[consonant]	0.812	0.000	32.000	32.000	0.545	0.545	[parade]	0.812	[parade]	[consonant]	0.812	0.000	32.000	32.000	1.000	31.000	0.000
i034_2_an_NA_election	i034_2_an_NA_election	(#\d{1,3}) 2 10343	eeg_2	eeg_2_b	34	30340	10343	10	an	NA	election	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of an election this year.	i034_2_an	norm_4	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.148	0.173	[parade]	0.250	[event]	[vowel]	0.323	0.000	31.000	56.000	0.148	0.173	[parade]	0.250	[event]	[vowel]	0.323	0.000	31.000	56.000	1.000	31.000	0.000
i034_2_a__NA_murder	i034_2_a__NA_murder	(#\d{1,3}) 2 10346	eeg_2	eeg_2_c	34	30340	10346	10	a	NA	murder	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of a murder this year.	i034_2_a_	norm_4	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of a	0.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.545	0.545	[parade]	0.812	[parade]	[consonant]	0.812	0.000	32.000	32.000	0.545	0.545	[parade]	0.812	[parade]	[consonant]	0.812	0.000	32.000	32.000	1.000	31.000	0.000
i034_2_an_exciting_parade	i034_2_an_exciting_parade	(#\d{1,3}) 1 \d{1,3} 2 10347	eeg_2	eeg_2_d	34	30340	10347	11	an	exciting	parade	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of an exciting parade this year.	i034_2_an	norm_4	The city could only afford floats and marching bands. Without clowns and horses it wouldn't be much of an	0.000	0.032	0.903	0.032	0.903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i035_2_an_NA_outlet	i035_2_an_NA_outlet	(#\d{1,3}) 2 10351	eeg_2	eeg_2_a	35	30350	10351	9	an	NA	outlet	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find an outlet anywhere.	i035_2_an	norm_4	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find an	0.871	0.000	0.903	0.000	0.903	0.750	0.906	0.750	0.906	0.359	0.493	[outlet]	0.725	[outlet]	[vowel]	0.750	0.000	32.000	40.000	0.359	0.493	[outlet]	0.725	[outlet]	[vowel]	0.750	0.000	32.000	40.000	1.000	3.000	28.000
i035_2_a__NA_murder	i035_2_a__NA_murder	(#\d{1,3}) 2 10354	eeg_2	eeg_2_b	35	30350	10354	9	a	NA	murder	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find a murder anywhere.	i035_2_a_	norm_4	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find a	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.091	[outlet]	0.288	[plug]	[consonant]	0.200	1.000	30.000	59.000	0.111	0.091	[outlet]	0.288	[plug]	[consonant]	0.200	1.000	30.000	59.000	1.000	3.000	28.000
i035_2_an_NA_election	i035_2_an_NA_election	(#\d{1,3}) 2 10355	eeg_2	eeg_2_c	35	30350	10355	9	an	NA	election	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find an election anywhere.	i035_2_an	norm_4	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find an	0.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.359	0.493	[outlet]	0.725	[outlet]	[vowel]	0.750	0.000	32.000	40.000	0.359	0.493	[outlet]	0.725	[outlet]	[vowel]	0.750	0.000	32.000	40.000	1.000	3.000	28.000
i035_2_a__free_outlet	i035_2_a__free_outlet	(#\d{1,3}) 1 \d{1,3} 2 10358	eeg_2	eeg_2_d	35	30350	10358	10	a	free	outlet	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find a free outlet anywhere.	i035_2_a_	norm_4	Andy was looking for a place to plug in the lamp. He searched high and low but couldn't find a	0.065	0.000	0.903	0.000	0.903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
